,Unnamed: 0,Text,cleaned_text,len
28121,28222,"On those points, he seems to share the “anti-Darwinist” position of Father Fessio; but he also agrees with Father Coyne that a “God of the gaps” theory—which uses a deity to fill in the real or imagined holes in evolutionary science—is too small-minded.",points seems share anti darwinist position father fessio also agrees father coyne god gaps theory uses deity fill real imagined holes evolutionary science small minded ,247
28125,28226,"His ally Father Coyne, the devoted star-gazer, is one of the relatively few boffins who have managed to expound with equal passion both their scientific views and their religious beliefs.",ally father coyne devoted star gazer one relatively boffins managed expound equal passion scientific views religious beliefs ,185
28127,28228,"“I  BELIEVE THE children are our future,” sang Whitney Houston, making an obvious fact of life sound like a bold claim.",believe children future sang whitney houston making obvious fact life sound like bold claim ,115
28128,28229,"Children will of course not only inherit the world, but shape it.",children course inherit world shape ,64
28129,28230,"And in their linguistic mistakes, their parents can get a sense of how.Take the child collecting different kinds of animals in a video game: “I got a new specie!”, he cries.",linguistic mistakes parents get sense take child collecting different kinds animals video game got new specie cries ,167
28131,28232,The child has heard the slightly rarefied word “species” and assumed it was the plural of something called a specie.,child heard slightly rarefied word species assumed plural something called specie ,114
28132,28233,Children do this kind of thing all the time as they learn language; generalising from things previously heard and rules previously mastered is the only way they can progress with such speed.,children kind thing time learn language generalising things previously heard rules previously mastered way progress speed ,189
28133,28234,"In most cases, errors disappear on their own.Yet tempting, specie-type mistakes happen not just among children, but their parents too.",cases errors disappear yet tempting specie type mistakes happen among children parents ,131
28135,28236,"Few English-speakers today know it, but there was once no such thing as a pea.",english speakers today know thing pea ,77
28136,28237,People ate a mass of boiled pulses called pease.,people ate mass boiled pulses called pease ,48
28137,28238,"But just as with specie, at some point English people misanalysed pease as a plural, and the new singular pea was born.",specie point english people misanalysed pease plural new singular pea born ,117
28138,28239,"The same thing happened with cherry, from the Norman cherise, and caper (the edible kind), from the Latin capparis, both singular.Another kind of confusion happens at the beginning of words.",thing happened cherry norman cherise caper edible kind latin capparis singular another kind confusion happens beginning words ,184
28139,28240,People once worked with a protective bit of clothing called a napron.,people worked protective bit clothing called napron ,69
28140,28241,But enough heard it as “an apron” that apron eventually supplanted napron completely.,enough heard apron apron eventually supplanted napron completely ,83
28141,28242,"Other words beginning with vowels and preceded by “an” went through the same process: nadder became adder and nauger, auger (a tool for boring holes).",words beginning vowels preceded went process nadder became adder nauger auger tool boring holes ,144
28143,28244,(Eke is an old word for “also”.),eke old word also ,29
28144,28245,"Not all such forms survived: while neilond, nangry and nuncle appear in older English texts, they never did replace island, angry and uncle.Foreign borrowings are also a source of error-induced change.",forms survived neilond nangry nuncle appear older english texts never replace island angry uncle foreign borrowings also source error induced change ,197
28145,28246,"The French la munition was misunderstood by English-speakers with shaky French as l’ammunition, giving rise to the English word.",french la munition misunderstood english speakers shaky french l ammunition giving rise english word ,127
28146,28247,"English-speakers are not the only people who do this kind of thing, nor is French the only victim.",english speakers people kind thing french victim ,97
28147,28248,"The Arabic al-, meaning “the”, has been taken as an integral part of words borrowed from that tongue.",arabic al meaning taken integral part words borrowed tongue ,96
28149,28250,"It is as if English had swallowed la munition whole as “lamunition”.Sometimes borrowings are mangled not because their structure is misunderstood, but their meaning.",english swallowed la munition whole lamunition sometimes borrowings mangled structure misunderstood meaning ,162
28151,28252,"Chef still means “boss” in French, but the English eventually took a chef to be a cook.",chef still means boss french english eventually took chef cook ,84
28152,28253,"Pariah trod a similarly improbable path: the word means “drummer” in Tamil, becoming the name of a downtrodden ethnic group which often performed ceremonial drumming.",pariah trod similarly improbable path word means drummer tamil becoming name downtrodden ethnic group often performed ceremonial drumming ,162
28153,28254,That “downtrodden” element of the meaning then became the only one in English.The “pariah” example is instructive.,downtrodden element meaning became one english pariah example instructive ,110
28154,28255,"This isn’t so much a word born of a single clear-cut mistake, as one that emerged from a gradual transformation: from drummer to outcast drummers to outcast, each step is short and intelligible.",much word born single clear cut mistake one emerged gradual transformation drummer outcast drummers outcast step short intelligible ,191
28155,28256,Only to Tamils might the English sense of “pariah” seem wrong.,tamils might english sense pariah seem wrong ,60
28156,28257,"In English, “outcast” really is its meaning.Every word is changing a little bit, all the time.",english outcast really meaning every word changing little bit time ,90
28157,28258,"Look at a few lines of Middle English, and it is nigh impossible to find words that have not altered in spelling, pronunciation, meaning, grammar—or all four.",look lines middle english nigh impossible find words altered spelling pronunciation meaning grammar four ,154
28159,28260,Even Shakespeare requires some practice to understand fully.Many of the tweaks that have made those bygone Englishes into modern English could be seen as an “error” of some sort.,even shakespeare requires practice understand fully many tweaks made bygone englishes modern english could seen error sort ,176
28162,28263,But modern English is deformed Old English and degenerate Middle English.,modern english deformed old english degenerate middle english ,73
28163,28264,"In other words, like any living language, it is “error” all the way down.",words like living language error way ,69
28164,28265,PETER THIEL is no stranger to the limelight.,peter thiel stranger limelight ,44
28169,28270,Mr Bollea is one of several beneficiaries of Mr Thiel’s legal largesse.,mr bollea one several beneficiaries mr thiel legal largesse ,71
28170,28271,"In 2007 Gawker’s Valleywag blog published a piece entitled “Peter Thiel is totally gay, people”.",gawker valleywag blog published piece entitled peter thiel totally gay people ,88
28172,28273,Mr Thiel told the New York Times that his funding of court cases is “one of my greater philanthropic things that I’ve done”.,mr thiel told new york times funding court cases one greater philanthropic things done ,122
28173,28274,But many commentators have been brutal.,many commentators brutal ,39
28174,28275,They condemn Mr Thiel for abandoning his libertarian principles and trying to gag Gawker.,condemn mr thiel abandoning libertarian principles trying gag gawker ,89
28175,28276,"They agonise about so-called third-party lawsuits, whereby outsiders pay for one side in a legal dispute in order to make a point.",agonise called third party lawsuits whereby outsiders pay one side legal dispute order make point ,129
28176,28277,And they fear the menace of billionaires turning the legal system into an instrument of their whims.It is not hard to find holes in these arguments.,fear menace billionaires turning legal system instrument whims hard find holes arguments ,148
28179,28280,"Even Mr Thiel’s resort to anonymity is defensible: if a legal case is a good one, it should not matter whether it is known who is paying for it.",even mr thiel resort anonymity defensible legal case good one matter whether known paying ,142
28180,28281,"If Gawker can justify its behaviour on free-speech grounds, then Mr Thiel can certainly justify his on the grounds of oiling the wheels of justice.Yet Mr Thiel’s behaviour still gives pause, particularly his promise of “deterrence” for Gawker.",gawker justify behaviour free speech grounds mr thiel certainly justify grounds oiling wheels justice yet mr thiel behaviour still gives pause particularly promise deterrence gawker ,239
28181,28282,He is using his considerable wealth to pursue a vendetta against it.,using considerable wealth pursue vendetta ,68
28182,28283,"What happens if other billionaires use their money to bankrupt news organisations, for example, simply because they happen to disagree with their politics?",happens billionaires use money bankrupt news organisations example simply happen disagree politics ,153
28183,28284,Mr Thiel is also helping to fuel a litigation machine that most of his fellow libertarians rightly regard as a scourge on American business and society.,mr thiel also helping fuel litigation machine fellow libertarians rightly regard scourge american business society ,152
28184,28285,Mr Thiel is blessed with one of the most interesting minds in American business.,mr thiel blessed one interesting minds american business ,80
28187,28288,"He even defended a fellow law student, Keith Rabois, who decided to test the limits of free speech on campus by standing outside a teacher’s residence and shouting “Faggot!",even defended fellow law student keith rabois decided test limits free speech campus standing outside teacher residence shouting faggot ,169
28189,28290,"Hope you die of AIDS!” When he was a young tyro in Silicon Valley, his libertarian vision inspired many of his business decisions.",hope die aids young tyro silicon valley libertarian vision inspired many business decisions ,127
28191,28292,"In an essay written in 2009 for the Cato Institute, a libertarian think-tank, he declared that he no longer believed that “freedom and democracy are compatible”, putting some of the blame for growing statism on the rise of welfare dependency and the enfranchisement of women.",essay written cato institute libertarian think tank declared longer believed freedom democracy compatible putting blame growing statism rise welfare dependency enfranchisement women ,265
28192,28293,He added a grandiloquent coda: “The fate of our world may depend on the effort of a single person who builds or propagates the machinery of freedom that makes the world safe for capitalism”.,added grandiloquent coda fate world may depend effort single person builds propagates machinery freedom makes world safe capitalism ,187
28194,28295,"He is now not so much a libertarian as a corporate Nietzschean, who believes in the power of gifted entrepreneurs to change the world through the sheer force of will and intellect.There are lots of reasons for Mr Thiel’s Nietzschean turn.",much libertarian corporate nietzschean believes power gifted entrepreneurs change world sheer force intellect lots reasons mr thiel nietzschean turn ,237
28195,28296,One is his contrarian spirit: the same orneriness that turned him into a scold of political correctness may now lie behind his willingness to act as a delegate for Donald Trump at the Republican Convention.,one contrarian spirit orneriness turned scold political correctness may lie behind willingness act delegate donald trump republican convention ,205
28196,28297,A second is philosophy: a powerful current in libertarianism is less interested in the wisdom of crowds than the brilliance of great men.,second philosophy powerful current libertarianism less interested wisdom crowds brilliance great men ,136
28197,28298,"Ayn Rand’s book, “Atlas Shrugged”, describes a world where the creative minority of business geniuses has retreated from the world, and left the masses to enjoy the fruits of socialism.",ayn rand book atlas shrugged describes world creative minority business geniuses retreated world left masses enjoy fruits socialism ,180
28199,28300,So often it has turned genius into crankiness and caused clever men to waste their energy on silly causes.,often turned genius crankiness caused clever men waste energy silly causes ,106
28200,28301,It would be a terrible irony if a man who has declared his opposition to “the ideology of the inevitability of the death” had fallen victim to one of the classic symptoms of advancing years.,would terrible irony man declared opposition ideology inevitability death fallen victim one classic symptoms advancing years ,188
28201,28302,"This picture is of an Edith’s checkerspot butterfly laying her eggs on some blue-eyed Mary, the plant usually eaten by its caterpillars.",picture edith checkerspot butterfly laying eggs blue eyed mary plant usually eaten caterpillars ,135
28204,28305,"The pair watched the insects evolve gradually over the decades until they would lay their eggs only on the alien invader, which provided more abundant feeding for their larvae than blue-eyed Mary did.",pair watched insects evolve gradually decades would lay eggs alien invader provided abundant feeding larvae blue eyed mary ,199
28207,28308,Fancy Bear Goes Phishing.,fancy bear goes phishing ,25
28210,28311,"Allen Lane; £25In 1928 many countries signed the Kellogg-Briand pact, which outlawed war.",allen lane many countries signed kellogg briand pact outlawed war ,79
28212,28313,"Until then, war had been a lawful way for states to settle their differences; by contrast, economic sanctions were illegal.",war lawful way states settle differences contrast economic sanctions illegal ,120
28213,28314,"After the second world war, the document served as the legal basis for the Nuremberg trials.",second world war document served legal basis nuremberg trials ,91
28216,28317,Yet when does cyber-espionage tip into cybercrime or even cyber-warfare?,yet cyber espionage tip cybercrime even cyber warfare ,72
28218,28319,"They can be ordered by one country, perpetrated by a civilian in a second, using computers in a third to disable those in a fourth, with tracks hidden along the way.",ordered one country perpetrated civilian second using computers third disable fourth tracks hidden along way ,162
28227,28328,"That was traced to Fancy Bear, the name security researchers gave to a Russian military hacking unit.",traced fancy bear name security researchers gave russian military hacking unit ,100
28228,28329,"It stole passwords using “phishing” emails, which lure people into clicking links or divulging passwords.",stole passwords using phishing emails lure people clicking links divulging passwords ,102
28232,28333,They were caught by an enterprising FBI agent who realised they weren’t evil criminals but socially awkward teenagers.,caught enterprising fbi agent realised evil criminals socially awkward teenagers ,118
28236,28337,"His narrative zips between technical explanations, legal reasoning and the ideas of thinkers including René Descartes and Alan Turing.The hacks have common features, it transpires.",narrative zips technical explanations legal reasoning ideas thinkers including ren descartes alan turing hacks common features transpires ,177
28241,28342,"And in the spirit of the Kellogg-Briand pact, he offers suggestions to help make systems secure, such as doing away with default passwords on networked devices.",spirit kellogg briand pact offers suggestions help make systems secure away default passwords networked devices ,158
28243,28344,"■For more on the latest books, films, TV shows, albums and controversies, sign up to Plot Twist, our weekly subscriber-only newsletter",latest books films tv shows albums controversies sign plot twist weekly subscriber newsletter ,129
28252,28353,The sandstones themselves have previously yielded some of the world’s earliest sophisticated Acheulean hand axes: large tear-drop-shaped stone tools that are associated with Homo erectus.,sandstones previously yielded world earliest sophisticated acheulean hand axes large tear drop shaped stone tools associated homo erectus ,186
28255,28356,Some of these thrive in water between 85 and 95°C.,thrive water ,42
28258,28359,"In Rotorua in New Zealand, the Maori have traditionally cooked food in geothermal springs (see picture), either by lowering it into the boiling water or by digging a hole in the hot earth.",rotorua new zealand maori traditionally cooked food geothermal springs see picture either lowering boiling water digging hole hot earth ,184
28262,28363,"By Susan Owens.Tate Publishing; 288 pages; £19.99 and $29.95.KINGS, queens, horses, dogs, crows.",susan owens tate publishing pages kings queens horses dogs crows ,72
28263,28364,A “whirling heap of hay”.,whirling heap hay ,23
28264,28365,"A wronged lover, an old friend, a stillborn child, an atmospheric light.",wronged lover old friend stillborn child atmospheric light ,69
28265,28366,"As Susan Owens highlights in her new cultural history of ghosts, phantasms and spirits have assumed many guises and taken up numerous causes over the millennia.",susan owens highlights new cultural history ghosts phantasms spirits assumed many guises taken numerous causes millennia ,159
28266,28367,In the medieval period restless souls inhabited whatever shape they thought might get them noticed.,medieval period restless souls inhabited whatever shape thought might get noticed ,99
28267,28368,"One fashion was for a shroud tied at the top of the head in a topknot, and later a loose sheet (for ease of mobility).",one fashion shroud tied top head topknot later loose sheet ease mobility ,115
28268,28369,Some sought revenge or intervened on the side of the oppressed.,sought revenge intervened side oppressed ,63
28269,28370,"Others offered moral lessons, or simply popped by for a friendly chat.Though often dismissed as superstitious piffle, ghosts have proved surprisingly durable.",others offered moral lessons simply popped friendly chat though often dismissed superstitious piffle ghosts proved surprisingly durable ,156
28270,28371,The living have long spied the dead—and sought new explanations for doing so.,living long spied dead sought new explanations ,77
28271,28372,"In the 15th century people thought they were the souls of those suffering in purgatory, appearing to ask for intercession and a quick passage to heaven.",th century people thought souls suffering purgatory appearing ask intercession quick passage heaven ,149
28272,28373,"When the English Reformation did away with purgatory, ghosts were still spotted, “apparently unaware that they had been declared doctrinal impossibilities”.",english reformation away purgatory ghosts still spotted apparently unaware declared doctrinal impossibilities ,152
28273,28374,"So these visions became, instead, the work of Satan: “diabolical illusions” designed to deceive those with melancholy dispositions.",visions became instead work satan diabolical illusions designed deceive melancholy dispositions ,126
28274,28375,Works like “Hamlet” were careful to incorporate both interpretations.The ghost remained in rude health through the Enlightenment.,works like hamlet careful incorporate interpretations ghost remained rude health enlightenment ,127
28275,28376,"In the spirit of the Royal Society’s motto, Nullius in verba—take nobody’s word for it—men such as John Aubrey travelled around Britain compiling and classifying accounts of supernatural phenomena under the discipline of “Hermetick Philosophy”.",spirit royal society motto nullius verba take nobody word men john aubrey travelled around britain compiling classifying accounts supernatural phenomena discipline hermetick philosophy ,241
28276,28377,"Materialist thinkers like Hobbes—who argued that ghosts “are in no place; that is to say, that are no where; that is to say, that seeming to be somewhat, are nothing”—were met with fierce opposition.",materialist thinkers like hobbes argued ghosts place say say seeming somewhat nothing met fierce opposition ,192
28280,28381,Some wily entrepreneurs turned this into an industry—“spirit photography”—all the while experimenting with the look and feel of their ghosts.It is a shame that Ms Owens does not devote much space to the ghost in the present day.,wily entrepreneurs turned industry spirit photography experimenting look feel ghosts shame ms owens devote much space ghost present day ,226
28281,28382,"“Most Haunted”, a reality-television series that aims to convince viewers of the spirits walking among us, would have made for a fascinating chapter.",haunted reality television series aims convince viewers spirits walking among us would made fascinating chapter ,146
28284,28385,"There is no mention of “The Sixth Sense” (1999) by M. Night Shyamalan, an Indian-American, for example.",mention sixth sense night shyamalan indian american example ,89
28286,28387,"They populated Mesopotamian religions and native American belief systems; their geographical spread is vast.Nevertheless, Ms Owens’s book is a lively guide to that most persistent of spooky figures—and to the obsession with mortality.",populated mesopotamian religions native american belief systems geographical spread vast nevertheless ms owens book lively guide persistent spooky figures obsession mortality ,232
28288,28389,"But the British are more confident about the existence of ghosts than they are of a divine creator, or heaven.",british confident existence ghosts divine creator heaven ,109
28289,28390,"This book shows why ghosts have survived amid scientific, political and religious revolutions.",book shows ghosts survived amid scientific political religious revolutions ,93
28290,28391,Best to keep a light on.,best keep light ,24
28291,28392,"THE Bajau, a people of the Malay Archipelago, spend almost all of their lives at sea.",bajau people malay archipelago spend almost lives sea ,83
28292,28393,"They live either on boats or in huts perched on stilts on shallow reefs, and they migrate from place to place in flotillas that carry entire clans.",live either boats huts perched stilts shallow reefs migrate place place flotillas carry entire clans ,146
28294,28395,"And to gather this they spend 60% of their working day underwater.Unsurprisingly, their diving abilities are prodigious.",gather spend working day underwater unsurprisingly diving abilities prodigious ,115
28295,28396,"They sometimes descend more than 70 metres, and can stay submerged for up to five minutes, using nothing more than a set of weights to reduce buoyancy and a pair of wooden goggles fitted with lenses fashioned from scrap glass that are resistant to distortion by the pressure at such depth.",sometimes descend metres stay submerged five minutes using nothing set weights reduce buoyancy pair wooden goggles fitted lenses fashioned scrap glass resistant distortion pressure depth ,284
28308,28409,"That is a fact, not some idle boast.",fact idle boast ,35
28310,28411,"On any given day, a player in the top 100 can beat a player in the top 20.",given day player top beat player top ,66
28311,28412,A defending champion can lose in the first round of a tournament anywhere.,defending champion lose first round tournament anywhere ,74
28314,28415,"Ten years ago, many tennis writers predicted the future of the men’s professional game was “serve-and-volley” tennis.",ten years ago many tennis writers predicted future men professional game serve volley tennis ,114
28315,28416,"In 1994, the top ten players by the end of the year included five serve-and-volleyers.",top ten players end year included five serve volleyers ,80
28316,28417,Many said that the game was getting boring – points were too short.,many said game getting boring points short ,65
28319,28420,"Today, the tennis experts ask: “Where are the serve-and-volleyers?”I consider myself more of an all-court player.",today tennis experts ask serve volleyers consider court player ,109
28320,28421,I like to serve-and-volley.,like serve volley ,27
28322,28423,"I enjoy attacking the net, but I don’t mind playing from the base-line either.",enjoy attacking net mind playing base line either ,77
28325,28426,"Their games were perfectly suited to faster courts: indoors on hard courts such as the United States Open, and outdoors at Wimbledon.These days, with so many good players, everyone has his or her own special skill and mental approach to each surface.",games perfectly suited faster courts indoors hard courts united states open outdoors wimbledon days many good players everyone special skill mental approach surface ,246
28329,28430,Most of the top players have their own fitness experts or physical trainers who either travel with them or advise them from home.,top players fitness experts physical trainers either travel advise home ,129
28330,28431,"Players are hitting harder, moving faster and spending more time on the court for training.",players hitting harder moving faster spending time court training ,90
28335,28436,"In fact, many players use old racquets and just repaint them to look like newer ones.",fact many players use old racquets repaint look like newer ones ,84
28336,28437,And the “wide-body” technology of a few years ago never truly became part of the professional circuit.One thing that has become part of the professional tour is more players coming from different countries.,wide body technology years ago never truly became part professional circuit one thing become part professional tour players coming different countries ,204
28337,28438,A person such as Paradorn Srichaphan of Thailand has brought more young players to the sport.,person paradorn srichaphan thailand brought young players sport ,93
28339,28440,But I can promise you one thing: I will try my best to prove it can be done in these incredibly competitive times.Image: Getty,promise one thing try best prove done incredibly competitive times image getty ,124
28340,28441,Have you ever wondered why you are the way that you are?,ever wondered way ,56
28342,28443,But women have been infamously understudied by scientists.,women infamously understudied scientists ,58
28356,28457,"Having studied them closely, the witness is asked to choose the six images that most closely resemble the person they are trying to describe.",studied closely witness asked choose six images closely resemble person trying describe ,140
28368,28469,"In the latest version, witnesses are given a selection of face shapes to choose from before facial features are added.",latest version witnesses given selection face shapes choose facial features added ,117
28373,28474,Do the EvoFIT images distract witnesses or contaminate their memories of the face they are trying to recall?,evofit images distract witnesses contaminate memories face trying recall ,108
28391,28492,Thorstein Veblen complained that economists wished to treat the individual like a mindless particle.,thorstein veblen complained economists wished treat individual like mindless particle ,100
28392,28493,"He thought instead that people’s choices were informed by complex emotions, and the history and traditions of the communities around them.",thought instead people choices informed complex emotions history traditions communities around ,137
28413,28514,FIFTY years ago Truman Capote told an interviewer about his grand hopes for a new literary genre.,fifty years ago truman capote told interviewer grand hopes new literary genre ,97
28415,28516,"He called this art form the “nonfiction novel”, but it is better known as true crime.",called art form nonfiction novel better known true crime ,82
28416,28517,"While the genre has proved popular, consistently appearing on the New York Times bestseller lists, Capote’s literary hopes for it have yet to be realised.",genre proved popular consistently appearing new york times bestseller lists capote literary hopes yet realised ,152
28417,28518,True crime has traditionally been dismissed as tabloid-fuelled trash.,true crime traditionally dismissed tabloid fuelled trash ,69
28419,28520,"The first season reexamined the death of Hae Min Lee, a Baltimore teenager murdered in 1999, and her former boyfriend Adnan Syed, who was convicted the following year and is serving a life sentence.",first season reexamined death hae min lee baltimore teenager murdered former boyfriend adnan syed convicted following year serving life sentence ,190
28420,28521,"The second season, the sixth episode of which was released this week, is interrogating the unfolding case of Bowe Bergdahl, an American soldier imprisoned by the Taliban for five years and now facing a court-martial for desertion and, possibly, a life sentence.",second season sixth episode released week interrogating unfolding case bowe bergdahl american soldier imprisoned taliban five years facing court martial desertion possibly life sentence ,256
28424,28525,"The late Ann Rule, a true crime writer, is famous for “The Stranger Beside Me”, the bestselling account of the life and crimes of Ted Bundy, whom Rule worked with briefly in the early 1970s.",late ann rule true crime writer famous stranger beside bestselling account life crimes ted bundy rule worked briefly early ,180
28425,28526,"However, she began writing true-crime stories a decade before—using male pseudonyms at her editors’ insistence—and went on to write around two books each year.",however began writing true crime stories decade using male pseudonyms editors insistence went write around two books year ,157
28429,28530,"Before her death in 2015, Rule told the Seattle Times something similar.",death rule told seattle times something similar ,66
28430,28531,“I wanted to know why some kids grew up to be criminals and why other people didn’t.,wanted know kids grew criminals people ,84
28431,28532,"That is still the main thrust behind my books: I want to know why these things happen.”“Making a Murderer”, the 10-part Netflix show released in December 2015, was filmed by Laura Ricciardi and Moira Demos over the course of a decade.",still main thrust behind books want know things happen making murderer part netflix show released december filmed laura ricciardi moira demos course decade ,220
28432,28533,"The show pores over the case of Steven Avery, a Winconsin man convicted in 2005 for the murder of Teresa Halbach.",show pores case steven avery winconsin man convicted murder teresa halbach ,107
28433,28534,"Mr Avery was, at the time, suing the police department for $36m for their part in his wrongful arrest and 18-year imprisonment for another crime.",mr avery time suing police department part wrongful arrest year imprisonment another crime ,137
28436,28537,But the question of individual innocence and guilt is almost beside the point.,question individual innocence guilt almost beside point ,78
28437,28538,America incarcerates more of its citizens than any other country.,america incarcerates citizens country ,65
28439,28540,Currently over 2.3m people—the vast majority of them men—are behind bars there.,currently people vast majority men behind bars ,76
28442,28543,Sorry.,sorry ,6
28443,28544,THE first question that many in the West will have asked on hearing the news of Osama bin Laden's killing is: does this make us any safer?,first question many west asked hearing news osama bin laden killing make us safer ,137
28446,28547,"Osama bin Laden dead is a great deal better than Osama bin Laden alive, but the truth is that his death may mean rather more to his enemies than to his followers.Perhaps if the opportunity to capture or kill Mr bin Laden in the Tora Bora Mountains back in November 2001 had not been spurned, the blow to al-Qaeda would have been substantial.",osama bin laden dead great deal better osama bin laden alive truth death may mean rather enemies followers perhaps opportunity capture kill mr bin laden tora bora mountains back november spurned blow al qaeda would substantial ,334
28447,28548,"But over the best part of a decade, the terrorist organisation has had more than enough time to adapt to life without Mr bin Laden as much more than its titular head.",best part decade terrorist organisation enough time adapt life without mr bin laden much titular head ,165
28449,28551,"Core al-Qaeda has learned how to work with local and nationalist jihadist groups, helping to amplify and re-orient their violence, sometimes encouraging and presiding over collaboration between groups.",core al qaeda learned work local nationalist jihadist groups helping amplify orient violence sometimes encouraging presiding collaboration groups ,199
28450,28552,"Regardless of Mr bin Laden's fate, the Taliban will continue the fight in both Afghanistan and Pakistan, while franchise outfits in Yemen (al-Qaeda in the Arabian Peninsular, or AQAP), North Africa (al-Qaeda in the Maghreb, or AQIM) and affiliates, such as al Shabab in Somalia, will carry on much as before.",regardless mr bin laden fate taliban continue fight afghanistan pakistan franchise outfits yemen al qaeda arabian peninsular aqap north africa al qaeda maghreb aqim affiliates al shabab somalia carry much ,297
28453,28555,"With Mr bin Laden dead and its bases in south and east Yemen able to provide better protection from attack than core al-Qaeda's North Waziristan heartland, AQAP has the potential to increase its influence over the whole organisation.",mr bin laden dead bases south east yemen able provide better protection attack core al qaeda north waziristan heartland aqap potential increase influence whole organisation ,232
28456,28558,"In other words, business as usual, only perhaps a bit more so in the weeks and months ahead.",words business usual perhaps bit weeks months ahead ,90
28458,28560,"Like a smart chief executive, Mr bin Laden's greatest achievement is to have built something that no longer needed him.Read on: Newsbook reports on the humiliation of Pakistan's leaders.",like smart chief executive mr bin laden greatest achievement built something longer needed read newsbook reports humiliation pakistan leaders ,184
28461,28563,"Many scholars work on the topic nonetheless, but few of their findings have achieved consensus.On one thing, at least, most agree: though animals communicate, only humans have true language, with the power to organise complex thoughts into a string of words, often about absent or abstract things.",many scholars work topic nonetheless findings achieved consensus one thing least agree though animals communicate humans true language power organise complex thoughts string words often absent abstract things ,290
28462,28564,And most scholars also reckon that Homo sapiens is the only species ever to have had such language.,scholars also reckon homo sapiens species ever language ,99
28464,28566,"He thinks that Homo erectus, Homo sapiens’s predecessor, had something that could be called language—and not just grunting proto-speech.",thinks homo erectus homo sapiens predecessor something could called language grunting proto speech ,134
28465,28567,"This would make language not 200,000 years old, but something like 1.9m.At issue is more than chronology.",would make language years old something like issue chronology ,93
28473,28575,"Mr Everett lived in the jungle with his family and several different tribes, learning their languages.",mr everett lived jungle family several different tribes learning languages ,101
28474,28576,"He went as a missionary, only to renounce his Christianity, quite publicly, later on.",went missionary renounce christianity quite publicly later ,82
28476,28578,"Homo erectus, he thinks, probably really did talk something like “Me Tarzan, you Jane”—but with this he could do quite a lot.",homo erectus thinks probably really talk something like tarzan jane could quite lot ,120
28480,28582,Homo erectus seemed to value stones resembling things like a phallus and a fertile woman.,homo erectus seemed value stones resembling things like phallus fertile woman ,89
28482,28584,Gesture and intonation would have been crucial to making these symbols understood and agreed upon.,gesture intonation would crucial making symbols understood agreed upon ,98
28488,28590,"EPAToo much electoral passionTHE violence that marred the local elections in March, with burning tyres, tear-gas and improvised barricades, was reminiscent of the apartheid-era images from Soweto.",epatoo much electoral passionthe violence marred local elections march burning tyres tear gas improvised barricades reminiscent apartheid era images soweto ,193
28490,28592,"That these protests got so badly out of hand says a lot about the ANC's difficulties in turning itself into a modern, democratic party.",protests got badly hand says lot anc difficulties turning modern democratic party ,134
28491,28593,"Almost a century old now, the party has for most of its life been a revolutionary liberation movement fighting a quasi-fascist regime in the midst of the cold war.",almost century old party life revolutionary liberation movement fighting quasi fascist regime midst cold war ,162
28493,28595,"The ANC still has a top-down, authoritarian structure where loyalty to the political cause is prized above almost everything else, including competence.",anc still top authoritarian structure loyalty political cause prized almost everything else including competence ,150
28495,28598,"There is growing resentment of the way the party imposes its politics from the centre, often by forcing candidates for municipal or provincial elections on its local branches.",growing resentment way party imposes politics centre often forcing candidates municipal provincial elections local branches ,174
28497,28600,But the greatest weakness of the ANC's top-down system is that the party is inclined to dismiss ideas from outside its own bureaucracy.,greatest weakness anc top system party inclined dismiss ideas outside bureaucracy ,135
28504,28607,"Taking their cue from the top, ministers (with a few honourable exceptions) still seem loth to talk about the illness, which kills about 900 people a day and undermines much else that the country is trying to achieve.",taking cue top ministers honourable exceptions still seem loth talk illness kills people day undermines much else country trying achieve ,209
28505,28608,"It handicaps the army, with an infection rate said to be up to 40%, breaks up families and kills much-needed teachers.",handicaps army infection rate said breaks families kills much needed teachers ,112
28512,28615,"But the AIDS saga, together with the ANC's unresponsiveness to its own supporters and its failure to deliver on its promises, has diminished the aura of moral authority the party had earned during the long struggle against apartheid.",aids saga together anc unresponsiveness supporters failure deliver promises diminished aura moral authority party earned long struggle apartheid ,231
28513,28616,"William Gumede, a political analyst, says that the moral basis of the ANC is in decline, and that it is well on the way to being judged as “just an ordinary party”.",william gumede political analyst says moral basis anc decline well way judged ordinary party ,159
28514,28617,"He also points to growing signs of petty corruption, such as MPs fiddling their expenses.",also points growing signs petty corruption mps fiddling expenses ,88
28516,28619,It could no longer just crush opposition by the sheer weight of its past success.,could longer crush opposition sheer weight past success ,81
28518,28621,"The nearest thing to a formal opposition is the Democratic Alliance, largely an amalgam of old white parties, led by the very combative (and white) Tony Leon.",nearest thing formal opposition democratic alliance largely amalgam old white parties led combative white tony leon ,154
28519,28622,"It got 12% of the vote in the 2004 elections, against the ANC's 70%.",got vote elections anc ,54
28520,28623,"But only 3% of its voters are black, so in an overwhelmingly black country it has a very long way to go.",voters black overwhelmingly black country long way go ,100
28523,28626,"Given the rising levels of discontent amongst the ANC's largely poor and black voters, there has been talk about a new block emerging on its left.",given rising levels discontent amongst anc largely poor black voters talk new block emerging left ,145
