,Unnamed: 0,Text,cleaned_text,len
26652,26743,The journey to mastery has been a long one.,the journey to mastery has been a long one ,43
26653,26744,"Originally, not wishing to set himself a more difficult task than necessary, Dr Venter found the smallest living thing he could and set about making it smaller still.",originally not wishing to set himself a more difficult task than necessary dr venter found the smallest living thing he could and set about making it smaller still ,164
26654,26745,"His chosen bug was Mycoplasma genitalium, a creature that lives in genital tracts.",his chosen bug was mycoplasma genitalium a creature that lives in genital tracts ,81
26663,26754,"But theirs was a feeble thing, only just capable of reproducing.",but theirs was a feeble thing only just capable of reproducing ,63
26683,26774,)The watermarking is not just a fancy signature., the watermarking is not just a fancy signature ,48
26685,26776,It might also trap thieves.,it might also trap thieves ,27
26693,26784,"And some have different ideas on how to go about the problem of making life, concentrating on things which Dr Venter's hack-a-cadaver approach allows him to gloss over.",and some have different ideas on how to go about the problem of making life concentrating on things which dr venter s hack a cadaver approach allows him to gloss over ,167
26711,26802,"It has the genes with which to make its own ribosomes, though, and as time goes by it will do so, diluting out the legacy that got it started.",it has the genes with which to make its own ribosomes though and as time goes by it will do so diluting out the legacy that got it started ,139
26719,26810,"And that, for all the brouhaha which rightly accompanies the passage from journeyman to master, is the ultimate point: practical control over what life can be made to do.",and that for all the brouhaha which rightly accompanies the passage from journeyman to master is the ultimate point practical control over what life can be made to do ,167
26762,26853,"How much more exciting, instead, to create a Neanderthal and ask him.And if that seems too morally fraught, may we interest you in a mammoth?",how much more exciting instead to create a neanderthal and ask him and if that seems too morally fraught may we interest you in a mammoth ,138
26763,26854,"LAST year millions of South Koreans took to the streets to secure the impeachment of Park Geun-hye, their conservative president.",last year millions of south koreans took to the streets to secure the impeachment of park geun hye their conservative president ,128
26764,26855,"She is now behind bars; her trial, on charges of corruption and abuse of power, began this week.",she is now behind bars her trial on charges of corruption and abuse of power began this week ,93
26767,26858,No one was killed.,no one was killed ,18
26771,26862,In 1970 less than half of South Koreans went to secondary school; now they are more likely to graduate from university than people in any other country.,in less than half of south koreans went to secondary school now they are more likely to graduate from university than people in any other country ,146
26773,26864,"In a single generation, the country went from beggar to donor, showing that rapid growth and democracy can go hand in hand.",in a single generation the country went from beggar to donor showing that rapid growth and democracy can go hand in hand ,121
26780,26871,"And even those who have jobs feel that there is one set of rules for the elite and another, harsher one for the masses.Ms Park’s removal has brought some comfort to the disenchanted.",and even those who have jobs feel that there is one set of rules for the elite and another harsher one for the masses ms park s removal has brought some comfort to the disenchanted ,181
26781,26872,"She was out of touch, surrounding herself with yes-men.",she was out of touch surrounding herself with yes men ,54
26782,26873,"Her chief-of-staff had helped to draft the martial law that underpinned the regime of her father, Park Chung-hee, a military strongman who ran South Korea for 18 years until he was assassinated in 1979.",her chief of staff had helped to draft the martial law that underpinned the regime of her father park chung hee a military strongman who ran south korea for years until he was assassinated in ,192
26783,26874,"Now her nemesis, Mr Moon, has promised a less imperious governing style.",now her nemesis mr moon has promised a less imperious governing style ,70
26784,26875,"He says that, if elected, he will not live or work in the presidential mansion, the Blue House.",he says that if elected he will not live or work in the presidential mansion the blue house ,92
26785,26876,"Ahn Cheol-soo, another liberal candidate, says he would shrink the president’s office and work more closely with his ministers.",ahn cheol soo another liberal candidate says he would shrink the president s office and work more closely with his ministers ,125
26787,26878,At the moment presidents hire and fire prime ministers chiefly in the hope of boosting their own political standing.,at the moment presidents hire and fire prime ministers chiefly in the hope of boosting their own political standing ,116
26794,26885,"The two main ones have changed their names 14 and ten times respectively since 1948, making it hard for voters to keep up.",the two main ones have changed their names and ten times respectively since making it hard for voters to keep up ,113
26800,26891,(He denies it.), he denies it ,14
26802,26893,"The liberal, dovish Mr Moon has gone out of his way to court conservative and hawkish voters.",the liberal dovish mr moon has gone out of his way to court conservative and hawkish voters ,92
26803,26894,"If he wins, he has a chance to write the next chapter of the South Korean miracle.",if he wins he has a chance to write the next chapter of the south korean miracle ,81
26804,26895,"The rest of the world should wish him well, for South Korea matters.",the rest of the world should wish him well for south korea matters ,67
26805,26896,"If, one day, the odious northern regime collapses, the South will have to pick up the pieces.",if one day the odious northern regime collapses the south will have to pick up the pieces ,90
26818,26909,Nor is it a matter of political belief.,nor is it a matter of political belief ,39
26819,26910,"These statements “are descriptions of things that people have done that have enabled them to be successful in the classroom,” says Professor Inkelas.",these statements are descriptions of things that people have done that have enabled them to be successful in the classroom says professor inkelas ,146
26822,26913,"All that it’s asking is, ‘What are you going to be able to add to our campus?",all that it s asking is what are you going to be able to add to our campus ,75
26835,26926,I shouldn’t have said the word ‘correlation’.,i shouldn t have said the word correlation ,43
26852,26944,“People will utter the hocus-pocus., people will utter the hocus pocus ,35
26854,26946,"And that’s going to create cynicism about the very values that the people who put these requirements into place care about,” she says.",and that s going to create cynicism about the very values that the people who put these requirements into place care about she says ,132
26860,26952,Talk has turned to the obstacles he might face in office.,talk has turned to the obstacles he might face in office ,57
26863,26955,"How, they ask, will he handle the delicate task of coalition-building in a country where old certainties are going up in flames like rum on a banane flambée?Steady on.",how they ask will he handle the delicate task of coalition building in a country where old certainties are going up in flames like rum on a banane flamb e steady on ,165
26865,26957,"And if voters take it for granted that he will, he might not.",and if voters take it for granted that he will he might not ,60
26866,26958,"Betting on politics is banned in France, but foreign bookmakers give his populist, nationalist opponent, Marine Le Pen, a one-in-six chance of victory—the same odds as Russian roulette.",betting on politics is banned in france but foreign bookmakers give his populist nationalist opponent marine le pen a one in six chance of victory the same odds as russian roulette ,181
26867,26959,"The reason is that Ms Le Pen’s supporters will all turn out in force, so if the other side is apathetic and abstains in large numbers, she could win.",the reason is that ms le pen s supporters will all turn out in force so if the other side is apathetic and abstains in large numbers she could win ,147
26869,26961,"He would loosen the job-killing labour code, trim the gargantuan state a little, reboot Franco-German chumminess and strengthen the institutions that hold the euro zone together.Ms Le Pen, by contrast, offers bigotry mixed with make-believe.",he would loosen the job killing labour code trim the gargantuan state a little reboot franco german chumminess and strengthen the institutions that hold the euro zone together ms le pen by contrast offers bigotry mixed with make believe ,237
26870,26962,"Vote for her, she suggests, and the state will shower you with goodies, paid for largely by being less generous to immigrants.",vote for her she suggests and the state will shower you with goodies paid for largely by being less generous to immigrants ,123
26872,26964,"In her belief that French people can prosper by working less and consuming more public services (although government already spends 56% of GDP), she has much in common with Jean-Luc Mélenchon, the far-left candidate who won a fifth of the vote in the first round last month.",in her belief that french people can prosper by working less and consuming more public services although government already spends of gdp she has much in common with jean luc m lenchon the far left candidate who won a fifth of the vote in the first round last month ,266
26875,26967,"To woo followers of François Fillon, a former prime minister who also won a fifth of the vote in the first round, she has borrowed some of his lines about France’s unique place in the universe and downplayed some of her more alarming policies, such as quitting the euro and perhaps the European Union itself.To voters of all stripes, she promises protection.",to woo followers of fran ois fillon a former prime minister who also won a fifth of the vote in the first round she has borrowed some of his lines about france s unique place in the universe and downplayed some of her more alarming policies such as quitting the euro and perhaps the european union itself to voters of all stripes she promises protection ,354
26876,26968,"Against the possibility of being laid off, if they have jobs.",against the possibility of being laid off if they have jobs ,60
26878,26970,"Against crime: she would add 40,000 prison beds, put 15,000 more cops on the street and let them shoot first if they feel threatened.",against crime she would add prison beds put more cops on the street and let them shoot first if they feel threatened ,117
26880,26972,"And against having unfamiliar neighbours: she would cut net migration from around 65,000 people a year to 10,000.",and against having unfamiliar neighbours she would cut net migration from around people a year to ,98
26881,26973,"She contrasts her own patriotic platform (“Choose France”) with the rootless cosmopolitanism of her opponent, a former Rothschild banker.",she contrasts her own patriotic platform choose france with the rootless cosmopolitanism of her opponent a former rothschild banker ,132
26882,26974,"Echoing an old barb from President François Hollande, she says that “the enemy of the French people is still the world of finance, but this time he has a name, he has a face, he has a party.”This is powerful stuff.",echoing an old barb from president fran ois hollande she says that the enemy of the french people is still the world of finance but this time he has a name he has a face he has a party this is powerful stuff ,208
26888,26980,"Her promised handouts would not materialise, since France is already perilously indebted and her scheme to print francs again would spark a financial crisis.",her promised handouts would not materialise since france is already perilously indebted and her scheme to print francs again would spark a financial crisis ,156
26890,26982,Her plan to shut out foreign goods and ideas would make France poorer and less productive.,her plan to shut out foreign goods and ideas would make france poorer and less productive ,90
26891,26983,"But the division that she fosters and exploits will endure, even if she loses.",but the division that she fosters and exploits will endure even if she loses ,77
26893,26985,French Muslims and non-Muslims are far from reaching a modus vivendi.,french muslims and non muslims are far from reaching a modus vivendi ,69
26900,26992,Now they think they have found one.,now they think they have found one ,35
26933,27025,The unravelling of Mendelian genetics was another.,the unravelling of mendelian genetics was another ,50
26941,27033,Therapies designed to kill them do not distinguish between them.,therapies designed to kill them do not distinguish between them ,64
26944,27036,"Instead of attacking the many, you have to attack the few.",instead of attacking the many you have to attack the few ,57
26947,27039,This year there were hundreds at one such meeting alone.,this year there were hundreds at one such meeting alone ,56
26962,27054,"They never stop reproducing, but they cannot look forward to making the generational leap.",they never stop reproducing but they cannot look forward to making the generational leap ,89
26963,27055,"When the body dies, so do they.",when the body dies so do they ,30
27003,27095,Those whose tumours lacked them survived for 18 months.,those whose tumours lacked them survived for months ,52
27056,27148,They have seen too many past cures for cancer vanish in a puff of smoke.,they have seen too many past cures for cancer vanish in a puff of smoke ,72
27059,27151,And that alone is reason for hope.,and that alone is reason for hope ,34
27065,27157,"On the face of things, that sounds ambitious.",on the face of things that sounds ambitious ,44
27066,27158,But there are already things that work more or less this way: living cells.,but there are already things that work more or less this way living cells ,74
27084,27176,In this case the pores would act as turnstiles rather than gatekeepers.,in this case the pores would act as turnstiles rather than gatekeepers ,71
27086,27178,Dr Desai compares such a capsule to a crowded room with a door wide enough for only one person at a time.,dr desai compares such a capsule to a crowded room with a door wide enough for only one person at a time ,105
27087,27179,The rate that the room empties depends more on how fast people can squeeze themselves through the door than on how full the room is.,the rate that the room empties depends more on how fast people can squeeze themselves through the door than on how full the room is ,132
27148,27240,Those that received the rings survived.,those that received the rings survived ,39
27149,27241,Dr Ghadiri says that the rings did their work in less than an hour.,dr ghadiri says that the rings did their work in less than an hour ,67
27164,27256,Then a way of making them from skin cells was invented.,then a way of making them from skin cells was invented ,55
27174,27266,"They said they had spotted the signatures of primordial gravitational waves, ripples in space formed just after the Big Bang.Once again, it was big news (including in The Economist).",they said they had spotted the signatures of primordial gravitational waves ripples in space formed just after the big bang once again it was big news including in the economist ,178
27194,27286,"Though neither large (the biggest are hand-sized) nor threatening to people, their quintessential creepy-crawliness presses many of the buttons marked “horror” in the human psyche.",though neither large the biggest are hand sized nor threatening to people their quintessential creepy crawliness presses many of the buttons marked horror in the human psyche ,175
27204,27296,"The consensus, given the animals’ spindly anatomy, which brings all parts of their bodies into proximity with the water they live in, has been that diffusion directly from this water must be enough.Dr Woods, however, wondered if there was more to it.",the consensus given the animals spindly anatomy which brings all parts of their bodies into proximity with the water they live in has been that diffusion directly from this water must be enough dr woods however wondered if there was more to it ,244
27209,27301,"Though all of these species had hearts, Dr Woods was able to show that the brunt of the job of oxygen circulation in them was borne by their guts.He did this by means of three types of experiment.",though all of these species had hearts dr woods was able to show that the brunt of the job of oxygen circulation in them was borne by their guts he did this by means of three types of experiment ,195
27245,27337,"Passed over for the top job, in 1985 Mr Chang became involved in Taiwan’s bid to gain a foothold in the semiconductor industry.He duly put into practice a long-held idea for a firm that made chips designed by customers.",passed over for the top job in mr chang became involved in taiwan s bid to gain a foothold in the semiconductor industry he duly put into practice a long held idea for a firm that made chips designed by customers ,213
27268,27360,"For those seeking to understand it better, “Chip War” is a fine place to start.",for those seeking to understand it better chip war is a fine place to start ,76
27270,27362,"“OUR everyday life is much stranger than we imagine, and rests on fragile foundations.” This is the intriguing first sentence of a very unusual new book about economics, and much else besides: “The Company of Strangers”, by Paul Seabright, a professor of economics at the University of Toulouse.", our everyday life is much stranger than we imagine and rests on fragile foundations this is the intriguing first sentence of a very unusual new book about economics and much else besides the company of strangers by paul seabright a professor of economics at the university of toulouse ,286
27272,27364,Why is everyday life so strange?,why is everyday life so strange ,32
27276,27368,"When you come to think about it, it was an extraordinarily improbable outcome.The genetic inheritance of Homo sapiens sapiens, which evolved during the 7m years or so that separate us from our last common ancestor with chimpanzees and bonobos, equipped man to succeed as a hunter-gatherer.",when you come to think about it it was an extraordinarily improbable outcome the genetic inheritance of homo sapiens sapiens which evolved during the m years or so that separate us from our last common ancestor with chimpanzees and bonobos equipped man to succeed as a hunter gatherer ,285
27287,27379,"The second, somewhat at odds with the first, was an instinct for reciprocity—a tendency to repay kindness with kindness and betrayal with revenge, even when rational calculation might seem to advise against it.Neither of these tendencies could support co-operation without the other, and the balance between the two is delicate.",the second somewhat at odds with the first was an instinct for reciprocity a tendency to repay kindness with kindness and betrayal with revenge even when rational calculation might seem to advise against it neither of these tendencies could support co operation without the other and the balance between the two is delicate ,324
27289,27381,"On the other hand, reciprocity without calculation exposes people to exploitation by others.",on the other hand reciprocity without calculation exposes people to exploitation by others ,91
27291,27383,"For specialisation and division of labour to get going, one needs both instincts, each pushing against the other, so that cheating and free-riding are both kept in check.",for specialisation and division of labour to get going one needs both instincts each pushing against the other so that cheating and free riding are both kept in check ,167
27296,27388,"The fact that things could have turned out so differently makes the modern global economy, with all its awesome productivity, seem even more miraculous.",the fact that things could have turned out so differently makes the modern global economy with all its awesome productivity seem even more miraculous ,150
27303,27395,"“Like chimpanzees, though with more deadly refinement, human beings are distinguished by their ability to harness the virtues of altruism and solidarity, and the skills of rational reflection, to the end of making brutal and efficient warfare against rival groups.” This is what makes our everyday life fragile, as well as surprising.", like chimpanzees though with more deadly refinement human beings are distinguished by their ability to harness the virtues of altruism and solidarity and the skills of rational reflection to the end of making brutal and efficient warfare against rival groups this is what makes our everyday life fragile as well as surprising ,327
27306,27398,"WHEN IT COMES to sexual behaviour, the animal kingdom is a broad church.",when it comes to sexual behaviour the animal kingdom is a broad church ,71
27320,27412,"If this is true, it reverses the burden of proof.",if this is true it reverses the burden of proof ,48
27338,27431,"For decades the towering figure of modern linguistics refused to be drawn into theorising about how language arose, arguing that although it must have arisen by evolution in some broad sense, it was impossible to know much in detail.Speech leaves no fossils.",for decades the towering figure of modern linguistics refused to be drawn into theorising about how language arose arguing that although it must have arisen by evolution in some broad sense it was impossible to know much in detail speech leaves no fossils ,256
27341,27434,"He borrowed the term from architecture, where a spandrel is the space between two arches which, over time, came to be decorated as features in their own right.",he borrowed the term from architecture where a spandrel is the space between two arches which over time came to be decorated as features in their own right ,156
27345,27438,"That advantage was that each new human need not learn valuable information by direct experience, but can learn it from those who had come before: eat this, not that; this animal is dangerous; here’s how to make an axe.",that advantage was that each new human need not learn valuable information by direct experience but can learn it from those who had come before eat this not that this animal is dangerous here s how to make an axe ,213
27349,27442,"Though they are not Mr Chomsky’s terms, you could call speech the spandrel, while thinking is the original arch.One fruitful avenue of research is what elements of language are shared by humankind’s animal cousins.",though they are not mr chomsky s terms you could call speech the spandrel while thinking is the original arch one fruitful avenue of research is what elements of language are shared by humankind s animal cousins ,212
27351,27444,"Chimps and other apes can learn hundreds of hand signs, and even combine them in crude but creative ways.",chimps and other apes can learn hundreds of hand signs and even combine them in crude but creative ways ,104
27353,27446,"Sign languages have all of the complexity of spoken ones, and deaf children even “babble” with their hands just as hearing children do with their mouths.That so many great minds, including household names like Pinker, Chomsky and Gould, give such wildly different accounts, could be seen as a scientific failure.",sign languages have all of the complexity of spoken ones and deaf children even babble with their hands just as hearing children do with their mouths that so many great minds including household names like pinker chomsky and gould give such wildly different accounts could be seen as a scientific failure ,305
27354,27447,"Or it can be taken as a charming reminder that even if science has left creation myths and just-so stories behind in the past, some problems—like consciousness, as well as language—remain hard to solve precisely because they are humankind’s most human traits.",or it can be taken as a charming reminder that even if science has left creation myths and just so stories behind in the past some problems like consciousness as well as language remain hard to solve precisely because they are humankind s most human traits ,257
27355,27448,Nobody ever said that studying the fascinating but flawed human mind with that very same mind should be easy.,nobody ever said that studying the fascinating but flawed human mind with that very same mind should be easy ,109
27357,27450,"The seedlings grew up in clumps: Mr Nzabahimana, a lean, muscular man, uses his hands to convey a vaguely bushy shape.",the seedlings grew up in clumps mr nzabahimana a lean muscular man uses his hands to convey a vaguely bushy shape ,114
27358,27451,"Harvesting them was not too difficult, since they did not produce much.This year the field nearest to his house has been cultivated with military precision.",harvesting them was not too difficult since they did not produce much this year the field nearest to his house has been cultivated with military precision ,155
27360,27453,He then planted climbing beans in the same field.,he then planted climbing beans in the same field ,49
27361,27454,On this and on four other fields that add up to about half a hectare (one and a quarter acres) Mr Nzabahimana now grows enough to enable him to afford meat twice a month.,on this and on four other fields that add up to about half a hectare one and a quarter acres mr nzabahimana now grows enough to enable him to afford meat twice a month ,168
27363,27456,"Although he remains poor by any measure, he has entered the class of poor dreamers.",although he remains poor by any measure he has entered the class of poor dreamers ,82
27364,27457,"Perhaps he will build a shop in the village, he says.",perhaps he will build a shop in the village he says ,52
27365,27458,"Hopefully one of his four children will become a driver or a mechanic.According to the UN Food and Agriculture Organisation, Rwanda’s farmers produced 792,000 tonnes of grain in 2014—more than three times as much as in 2000.",hopefully one of his four children will become a driver or a mechanic according to the un food and agriculture organisation rwanda s farmers produced tonnes of grain in more than three times as much as in ,205
27369,27462,"Another farmer, Dative Mukandayisenga, says most of her neighbours are getting much more from their land.",another farmer dative mukandayisenga says most of her neighbours are getting much more from their land ,103
27370,27463,"Perhaps only one in five persists with the old, scattershot “broadcast” sowing—and most of the holdouts are old people.Rwanda is exceptional.",perhaps only one in five persists with the old scattershot broadcast sowing and most of the holdouts are old people rwanda is exceptional ,138
27371,27464,But in this respect it is not all that exceptional.,but in this respect it is not all that exceptional ,51
27376,27469,"Progress need not mean turfing millions of smallholders off the land, as some had feared—though by making them richer it may yet give them and their children the means to move, should they wish.For the time being, though, more than half of the adult workers south of the Sahara are employed in agriculture; in Rwanda, about four-fifths are.",progress need not mean turfing millions of smallholders off the land as some had feared though by making them richer it may yet give them and their children the means to move should they wish for the time being though more than half of the adult workers south of the sahara are employed in agriculture in rwanda about four fifths are ,334
27377,27470,"With so many farmers and not much heavy industry, boosting agricultural productivity is among the best ways of raising living standards across the continent.",with so many farmers and not much heavy industry boosting agricultural productivity is among the best ways of raising living standards across the continent ,156
27378,27471,And there is a long way to go.,and there is a long way to go ,30
27383,27476,"In the early 1960s sub-Saharan Africa had 1.5m square kilometres given over to arable farming; now it uses 800,000 square kilometres more.Another thing African farming had more of was people.",in the early s sub saharan africa had m square kilometres given over to arable farming now it uses square kilometres more another thing african farming had more of was people ,175
27386,27479,But it also meant more mouths to feed.,but it also meant more mouths to feed ,38
27388,27481,"Much African bedrock is ancient, dating back to before the continent’s time at the heart of a huge land mass known as Gondwanaland.",much african bedrock is ancient dating back to before the continent s time at the heart of a huge land mass known as gondwanaland ,130
27389,27482,For hundreds of millions of years Africa has seen little of the tectonic activity that provides fresh rock for the wind and rain to grind into fertile soils.,for hundreds of millions of years africa has seen little of the tectonic activity that provides fresh rock for the wind and rain to grind into fertile soils ,157
27391,27484,"But much of the interior is barely worth farming (see map).Only about 4% of arable land south of the Sahara is irrigated, so local weather patterns determine what can be grown.",but much of the interior is barely worth farming see map only about of arable land south of the sahara is irrigated so local weather patterns determine what can be grown ,170
27396,27489,"In other places millet, teff, sorghum, cassava or sweet potatoes are more important.",in other places millet teff sorghum cassava or sweet potatoes are more important ,81
27407,27500,Many would argue that this is too high.,many would argue that this is too high ,39
27412,27505,But bit by bit they can be worn away.,but bit by bit they can be worn away ,37
27418,27511,"Because these tolerate drought well, they can be planted north and east of the capital, Bamako, in fields where sorghum is now the dominant crop.",because these tolerate drought well they can be planted north and east of the capital bamako in fields where sorghum is now the dominant crop ,142
27419,27512,"As though in retaliation, another nearby team has created a variety of sorghum that yields about 40% more than the indigenous kind even without additional fertiliser.Governments and charities are rushing to teach farmers how to plant the new seeds.",as though in retaliation another nearby team has created a variety of sorghum that yields about more than the indigenous kind even without additional fertiliser governments and charities are rushing to teach farmers how to plant the new seeds ,243
27422,27515,"And small farmers are usually starved of credit—one large survey for the World Bank found that only 1% of Nigerian farmers borrowed to buy fertiliser.Last year One Acre Fund’s large network of instructors, farmers themselves, taught some 305,000 more east African smallholders skills such as carefully spacing seeds so as to maximise productivity and measuring fertiliser using bottle caps.",and small farmers are usually starved of credit one large survey for the world bank found that only of nigerian farmers borrowed to buy fertiliser last year one acre fund s large network of instructors farmers themselves taught some more east african smallholders skills such as carefully spacing seeds so as to maximise productivity and measuring fertiliser using bottle caps ,377
27424,27517,"In parts of Kenya where One Acre Fund has been operating for at least four years, even the farmers who are not clients get about 10% more maize per hectare than similar farmers in areas where the charity recently arrived.",in parts of kenya where one acre fund has been operating for at least four years even the farmers who are not clients get about more maize per hectare than similar farmers in areas where the charity recently arrived ,216
27426,27519,"Today it is rare, so farmers must work out how to grow more on each plot.",today it is rare so farmers must work out how to grow more on each plot ,72
27427,27520,And even countries with plenty of land have little to spare near their growing cities; given the difficulties of moving fresh produce over long distances that makes intensification near the big markets particularly attractive.,and even countries with plenty of land have little to spare near their growing cities given the difficulties of moving fresh produce over long distances that makes intensification near the big markets particularly attractive ,225
27428,27521,These urban markets can also change what farmers grow.,these urban markets can also change what farmers grow ,54
27429,27522,"Farmers close to Addis Ababa, Ethiopia’s capital, are switching from red teff to fancier white teff because that is what city folk increasingly want.",farmers close to addis ababa ethiopia s capital are switching from red teff to fancier white teff because that is what city folk increasingly want ,147
27431,27524,"Elsewhere, urban hunger for meat and eggs is persuading more farmers to keep cows and chickens.Poor roads are not the only reason it is hard to move farm produce long distances.",elsewhere urban hunger for meat and eggs is persuading more farmers to keep cows and chickens poor roads are not the only reason it is hard to move farm produce long distances ,176
27433,27526,But the tariffs and barriers are gradually coming down.,but the tariffs and barriers are gradually coming down ,55
27436,27529,African farmers often have few or no rights over the land they work.,african farmers often have few or no rights over the land they work ,68
27440,27533,"They seem to have feared losing it if they did not plant it continuously.Well-intentioned attempts to entitle farmers have sometimes made things worse for women: as customary rights are replaced with legal ones, men tend to assert control.",they seem to have feared losing it if they did not plant it continuously well intentioned attempts to entitle farmers have sometimes made things worse for women as customary rights are replaced with legal ones men tend to assert control ,237
27441,27534,"Still, things are improving in a few countries.",still things are improving in a few countries ,46
27442,27535,"In Ethiopia, where land is formally owned by the state, farmers’ rights to cultivate it and rent it out have been clarified.",in ethiopia where land is formally owned by the state farmers rights to cultivate it and rent it out have been clarified ,121
27444,27537,The Rwandan government has changed inheritance law to give women more rights.Few of these benign changes would have taken place without a rash of superior government.,the rwandan government has changed inheritance law to give women more rights few of these benign changes would have taken place without a rash of superior government ,166
27447,27540,"Yet some terrible rulers have gone and border wars are rare.In part as a result, the region is more placid than it was.",yet some terrible rulers have gone and border wars are rare in part as a result the region is more placid than it was ,118
27450,27543,More peaceful land is more productive.,more peaceful land is more productive ,38
27451,27544,So is land where the people are healthier.,so is land where the people are healthier ,42
27454,27547,"When Mr Nzabahimana wants to sell food, he simply hawks it around the village or hires a woman to carry it on her head to Rubengera, a tiny market town a few miles away.",when mr nzabahimana wants to sell food he simply hawks it around the village or hires a woman to carry it on her head to rubengera a tiny market town a few miles away ,167
27455,27548,He does not know in advance what price his crops will fetch.,he does not know in advance what price his crops will fetch ,60
27457,27550,"Too few agricultural buyers reach villages, and the ones that make it can often dictate prices.",too few agricultural buyers reach villages and the ones that make it can often dictate prices ,94
27458,27551,"“The traders have all the information—they pay the farmers what they want,” says Mr Adesina, who is now head of the African Development Bank.Technology can help, to an extent: in Kenya, where mobile phones are ubiquitous, farmers can subscribe to services that give them price data.", the traders have all the information they pay the farmers what they want says mr adesina who is now head of the african development bank technology can help to an extent in kenya where mobile phones are ubiquitous farmers can subscribe to services that give them price data ,275
27460,27553,"So will the ability to store crops somewhere other than in their houses, where the weevils get them.",so will the ability to store crops somewhere other than in their houses where the weevils get them ,99
27466,27559,"A pastoral revolution remains in the future.Mr Adesina likes to say that African agriculture is not a way of life or a development activity; it is a business, and it is as a business that it will grow, through investment and access to markets.",a pastoral revolution remains in the future mr adesina likes to say that african agriculture is not a way of life or a development activity it is a business and it is as a business that it will grow through investment and access to markets ,240
27467,27560,"That said, it will remain a risky business, one in which a vital input, rain, cannot be controlled—as millions of farmers are regretting at the moment.One way to face that risk is to encourage irrigation, especially water-hoarding drip-irrigation.",that said it will remain a risky business one in which a vital input rain cannot be controlled as millions of farmers are regretting at the moment one way to face that risk is to encourage irrigation especially water hoarding drip irrigation ,242
27470,27563,"How much they can do in the face of increasing climate change, which is likely to render the dry parts of the continent drier still, and which will do some of its damage just by making peak temperatures even hotter, remains to be seen.",how much they can do in the face of increasing climate change which is likely to render the dry parts of the continent drier still and which will do some of its damage just by making peak temperatures even hotter remains to be seen ,232
27471,27564,"Some crops may become impossible to grow in the places where they are grown today.As with hoes and hard soils, there are no easy breakthroughs to be had.",some crops may become impossible to grow in the places where they are grown today as with hoes and hard soils there are no easy breakthroughs to be had ,152
27472,27565,But for a long time Mr Adesina’s idea of African agriculture as a business to build up would have seemed alien inside the continent and fantastical beyond it.,but for a long time mr adesina s idea of african agriculture as a business to build up would have seemed alien inside the continent and fantastical beyond it ,158
27476,27569,On this occasion their eyes were drawn to an unusual male that sported dark feathers and sang a unique song.,on this occasion their eyes were drawn to an unusual male that sported dark feathers and sang a unique song ,108
27478,27571,They watched him mate with a local female medium ground finch.,they watched him mate with a local female medium ground finch ,62
27481,27574,"A single male excepted, they and their descendants mated only among themselves—and they have continued to do so ever since.Despite this heavy inbreeding, the hybrids (two of which are pictured above) have been successful.",a single male excepted they and their descendants mated only among themselves and they have continued to do so ever since despite this heavy inbreeding the hybrids two of which are pictured above have been successful ,217
27482,27575,"They have carved out a niche in which they use their size and their deep beaks to exploit the large woody fruits of the Jamaican feverplant, which grows locally.",they have carved out a niche in which they use their size and their deep beaks to exploit the large woody fruits of the jamaican feverplant which grows locally ,160
27484,27577,"Though they do not yet have a Latinised scientific name, they are known to all as the “Big Bird” lineage.This story would once have been considered deeply implausible.",though they do not yet have a latinised scientific name they are known to all as the big bird lineage this story would once have been considered deeply implausible ,164
27488,27581,They are a feature.That knowledge is changing the way people think about evolution.,they are a feature that knowledge is changing the way people think about evolution ,83
27546,27639,That matters because red-light levels decline steeply in deeper water.,that matters because red light levels decline steeply in deeper water ,70
27547,27640,"Consequently, fish which live at different depths need eyes that are tuned differently from one another.The cichlid lineage from the Congo had eyes which were optimised for clear, shallow water.",consequently fish which live at different depths need eyes that are tuned differently from one another the cichlid lineage from the congo had eyes which were optimised for clear shallow water ,192
27566,27659,"It has five members: lions, tigers, leopards, snow leopards and jaguars.",it has five members lions tigers leopards snow leopards and jaguars ,68
27567,27660,"These have long been known to interbreed successfully in captivity, yielding crosses called ligers (lion x tiger), jaglions (jaguar x lion) and so on.",these have long been known to interbreed successfully in captivity yielding crosses called ligers lion x tiger jaglions jaguar x lion and so on ,144
27577,27670,It is looking back at you from the mirror.,it is looking back at you from the mirror ,42
27581,27674,Their world was interspersed with a menagerie of other hominins.,their world was interspersed with a menagerie of other hominins ,64
27586,27679,But some holdouts survived in corners of the Old World that heidelbergensis never reached.,but some holdouts survived in corners of the old world that heidelbergensis never reached ,90
27624,27717,A more fitting analogy is a frayed rope.,a more fitting analogy is a frayed rope ,40
27627,27720,But the rope does not fray neatly.,but the rope does not fray neatly ,34
27630,27723,Few things in life are simple—why should life itself be?,few things in life are simple why should life itself be ,56
27638,27731,"Sometimes it is more surprising: Wipro, an IT giant, started life making sunflower oil and soap (and indeed continues to produce them).",sometimes it is more surprising wipro an it giant started life making sunflower oil and soap and indeed continues to produce them ,130
27640,27733,But others retreat into shadows of their former selves.,but others retreat into shadows of their former selves ,55
27641,27734,"The East India Company, which once ruled India, has recently been reborn as a posh Mayfair shop.",the east india company which once ruled india has recently been reborn as a posh mayfair shop ,94
